School,Gender,Age,Address,Family_Size,Parental_Status,Mother_Education,Father_Education,Mother_Job,Father_Job,Reason_for_Choosing_School,Guardian,Travel_Time,Study_Time,Number_of_Failures,School_Support,Family_Support,Extra_Paid_Class,Extra_Curricular_Activities,Attended_Nursery,Wants_Higher_Education,Internet_Access,In_Relationship,Family_Relationship,Free_Time,Going_Out,Weekend_Alcohol_Consumption,Weekday_Alcohol_Consumption,Health_Status,Number_of_Absences,Grade_1,Grade_2,Final_Grade,Dropped_Out
School B,Male,16,Urban,2,Together,Higher,Secondary,Business,Education,Reputation,Father,43,11,0,Yes,Yes,Yes,No,No,Yes,No,Yes,Excellent,,1,Very High,Low,Very Bad,3,18,16,8,No
School A,Female,13,Urban,8,Together,Primary,Primary,Healthcare,Service,Home,Mother,17,6,0,No,Yes,Yes,No,Yes,No,Yes,Yes,Very Bad,1,3,Very High,Low,Bad,5,14,10,17,No
School A,Other,17,Suburban,8,Together,None,Secondary,Healthcare,Healthcare,Reputation,Other,4,7,0,No,No,No,No,No,Yes,No,No,Very Bad,3,4,High,Very High,Very Bad,0,19,,12,No
School B,Other,14,Suburban,4,Together,Primary,Higher,Business,Technology,Course,Father,0,6,0,No,Yes,No,Yes,Yes,No,Yes,Yes,Very Bad,1,2,High,Medium,Good,7,15,,17,No
School A,Other,18,Suburban,8,Together,Secondary,Secondary,Unemployed,Education,Other,Other,10,2,0,Yes,Yes,No,No,No,Yes,No,Yes,Neutral,1,2,Low,Low,Bad,0,12,16,18,No
School B,Other,15,Rural,8,Apart,None,Primary,Technology,Technology,Course,Father,,10,0,No,Yes,Yes,Yes,No,Yes,No,Yes,Very Bad,3,2,Very High,High,Bad,3,,14,19,No
School B,Other,16,Suburban,3,Apart,Secondary,Primary,Healthcare,Technology,Reputation,Other,33,0,1,No,Yes,No,No,No,No,No,No,Excellent,3,5,Low,High,Good,2,10,16,13,No
School B,Male,17,Urban,7,Together,Higher,Secondary,Education,Unemployed,Reputation,Other,9,10,0,Yes,No,No,No,Yes,Yes,Yes,Yes,Bad,5,2,High,None,Bad,1,,14,15,No
School D,Female,17,Rural,2,Apart,None,Primary,Service,Education,Reputation,Other,106,3,1,No,Yes,No,Yes,Yes,No,No,No,Good,4,3,Low,High,Good,9,18,15,18,Yes
School D,Female,17,Suburban,,Together,None,Secondary,Technology,Healthcare,Course,Mother,7,3,0,No,No,Yes,No,Yes,Yes,No,No,Good,4,4,Very High,None,Excellent,4,13,18,7,Yes
School C,Male,14,Suburban,5,Apart,Secondary,Higher,Service,Education,Home,Other,81,6,0,No,Yes,No,No,No,No,No,Yes,Excellent,2,2,High,Medium,Bad,7,16,11,16,No
School B,Other,16,Rural,6,Together,None,Primary,Unemployed,Unemployed,Reputation,Other,31,0,0,No,No,Yes,No,Yes,No,No,No,Good,2,4,None,None,Very Bad,2,,10,9,Yes
School A,Other,15,Rural,,Together,None,Higher,Unemployed,Healthcare,Other,Mother,,1,0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Neutral,2,1,None,None,Good,8,18,11,14,Yes
School B,Other,15,Urban,4,Together,Primary,Secondary,Service,Education,Home,Mother,24,6,0,Yes,Yes,Yes,Yes,Yes,No,No,No,Good,1,5,Low,Low,Good,0,16,13,17,No
School B,Other,17,Suburban,5,Apart,Higher,Secondary,Unemployed,Education,Course,Mother,36,,0,No,Yes,No,Yes,Yes,No,Yes,No,Very Bad,,4,Medium,None,Very Bad,5,13,18,13,No
School D,Female,17,Rural,5,Together,Secondary,Secondary,Technology,Unemployed,Home,Other,17,1,0,No,No,No,No,No,Yes,Yes,Yes,Excellent,5,3,High,Very High,Neutral,3,13,17,17,No
School A,Male,17,Suburban,8,Together,None,Primary,Unemployed,Healthcare,Home,Mother,17,6,0,Yes,Yes,No,Yes,No,No,Yes,Yes,Excellent,1,5,None,None,Neutral,6,15,15,14,No
School B,Male,17,Rural,1,Apart,None,Primary,Technology,Business,Home,Other,30,5,0,Yes,No,Yes,Yes,No,No,Yes,Yes,Very Bad,2,4,Very High,None,Good,0,15,8,17,No
School C,Other,15,Rural,3,Apart,None,Secondary,Healthcare,Business,Course,Father,22,1,0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Very Bad,4,1,High,Medium,Good,0,18,16,11,Yes
School C,Female,15,Rural,5,Together,Higher,Primary,Unemployed,Business,Course,Other,30,0,0,Yes,No,No,No,Yes,Yes,Yes,Yes,Very Bad,4,4,None,Very High,Good,0,7,16,13,No
School B,Male,14,Urban,1,Together,Primary,None,Technology,Service,Reputation,Other,28,2,1,No,No,Yes,Yes,No,No,No,Yes,Very Bad,2,5,None,Very High,Good,5,15,10,18,No
School D,Female,14,Urban,7,Apart,None,Higher,Service,Education,Reputation,Mother,,13,0,Yes,No,Yes,No,No,Yes,Yes,Yes,Neutral,3,1,Low,Low,Very Bad,3,13,15,12,No
School D,Other,18,Rural,5,Together,Secondary,Higher,Service,Unemployed,Home,Mother,3,1,0,Yes,Yes,No,No,Yes,No,Yes,No,Excellent,3,2,None,Very High,Very Bad,4,14,14,15,No
School D,Other,16,Urban,1,Together,Secondary,Secondary,Education,Unemployed,Other,Mother,0,1,1,No,No,Yes,No,Yes,Yes,No,Yes,Excellent,4,2,Very High,Medium,Excellent,1,13,7,15,Yes
School B,Female,15,Suburban,4,Together,None,None,Unemployed,Unemployed,Course,Mother,109,5,0,Yes,Yes,No,No,No,Yes,Yes,No,Good,3,2,High,Medium,Neutral,2,13,17,15,No
School D,Male,17,Rural,1,Together,None,Higher,Unemployed,Unemployed,Reputation,Father,16,1,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Good,2,2,None,Low,Excellent,3,12,11,10,Yes
School A,Male,16,Suburban,1,Apart,Secondary,Higher,Unemployed,Healthcare,Home,Mother,4,0,0,Yes,Yes,No,Yes,No,Yes,No,No,Bad,4,3,High,None,Neutral,1,16,8,13,No
School C,Female,17,Urban,3,Together,Higher,Primary,Healthcare,Technology,Reputation,Other,23,6,1,No,No,Yes,Yes,No,Yes,No,No,Neutral,5,5,None,Low,Bad,1,18,9,12,No
School A,Male,14,Urban,,Apart,Higher,Secondary,Business,Service,Reputation,Mother,10,2,1,Yes,Yes,Yes,No,No,Yes,Yes,No,Bad,2,3,Low,Very High,Very Bad,6,9,16,16,No
School A,Male,15,Rural,1,Apart,Primary,Secondary,Education,Unemployed,Course,Father,15,5,0,No,Yes,No,Yes,No,No,Yes,No,Neutral,4,4,High,Medium,Bad,3,14,19,12,No
School A,Other,15,Rural,7,Together,None,None,Business,Technology,Course,Other,2,2,0,No,No,Yes,Yes,No,No,Yes,Yes,Excellent,4,4,Very High,Low,Neutral,6,13,18,15,No
School A,Other,19,Rural,7,Apart,None,None,Unemployed,Healthcare,Other,Other,1,0,0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Neutral,3,5,Medium,Low,Neutral,0,15,15,16,No
School A,Male,17,Urban,8,Apart,None,Primary,Education,Technology,Other,Father,1,2,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Excellent,3,2,High,None,Very Bad,0,13,13,12,No
School B,Male,14,Urban,4,Apart,None,Primary,Unemployed,Service,Reputation,Father,77,3,0,Yes,Yes,No,Yes,No,No,Yes,No,Good,3,5,None,Medium,Bad,0,9,11,17,No
School A,Other,14,Suburban,7,Apart,Primary,Secondary,Unemployed,Service,Home,Mother,8,7,0,No,No,Yes,No,No,No,Yes,Yes,Bad,3,,Low,Medium,Neutral,0,19,12,14,No
School A,Other,14,Suburban,2,Together,Secondary,Secondary,Healthcare,Service,Course,Mother,21,1,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Bad,5,4,Very High,None,Good,4,19,,13,No
School B,Female,15,Urban,5,Together,None,Primary,Healthcare,Education,Course,Father,,7,0,Yes,No,No,Yes,No,Yes,Yes,No,Very Bad,5,5,Low,High,Excellent,2,9,11,17,No
School A,Female,16,Suburban,8,Apart,Higher,Higher,Healthcare,Service,Home,Other,23,1,2,No,Yes,No,Yes,Yes,No,Yes,No,Excellent,3,2,High,Very High,Good,7,7,14,13,No
School A,Other,18,Suburban,,Together,Primary,Secondary,Unemployed,Unemployed,Reputation,Mother,24,0,0,No,Yes,No,Yes,No,No,No,Yes,Bad,5,3,Medium,None,Bad,1,12,13,13,No
School A,Female,,Urban,4,Apart,Secondary,Higher,Education,Service,Other,Mother,24,5,0,Yes,No,Yes,No,Yes,Yes,No,Yes,Neutral,2,3,Medium,Medium,Excellent,0,10,10,13,No
School D,Female,18,Rural,5,Apart,None,Secondary,Healthcare,Education,Home,Other,45,5,0,No,Yes,No,No,No,Yes,Yes,Yes,Neutral,3,1,Medium,Very High,Bad,3,19,11,11,Yes
School B,Other,15,Rural,1,Together,None,Primary,Healthcare,Healthcare,Home,Other,10,4,0,Yes,No,Yes,Yes,Yes,Yes,No,No,Excellent,4,2,Medium,Medium,Good,2,,16,9,No
School A,Other,15,Rural,8,Together,Primary,None,Education,Education,Other,Mother,42,,1,Yes,Yes,No,Yes,No,No,No,No,Very Bad,5,5,None,Medium,Good,1,10,15,15,No
School B,Male,16,Urban,8,Apart,Primary,Higher,Technology,Education,Other,Other,29,2,0,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Good,5,3,High,Medium,Neutral,6,12,5,16,No
School C,Other,14,Rural,2,Together,None,Higher,Technology,Unemployed,Course,Other,4,2,0,No,Yes,No,Yes,Yes,No,No,Yes,Bad,1,2,Low,Very High,Good,0,15,16,19,No
School C,Male,17,Urban,7,Together,Primary,None,Unemployed,Service,Other,Mother,4,3,0,No,No,Yes,No,No,No,Yes,Yes,Excellent,2,,None,High,Neutral,4,,15,16,No
School B,Male,13,Urban,3,Apart,Higher,Higher,Healthcare,Technology,Reputation,Father,6,3,0,No,No,Yes,Yes,No,Yes,Yes,No,Neutral,3,2,Medium,None,Excellent,4,13,17,,No
School C,Female,13,Rural,7,Together,Primary,None,Healthcare,Unemployed,Course,Other,35,3,0,No,No,Yes,No,Yes,Yes,No,No,Bad,5,1,None,High,Very Bad,0,10,18,10,No
School C,Male,16,Urban,8,Apart,Higher,Higher,Healthcare,Unemployed,Other,Mother,25,2,0,No,No,Yes,No,Yes,No,No,Yes,Neutral,4,5,Low,None,Neutral,1,10,10,17,No
School D,Other,14,Rural,3,Together,Secondary,None,Education,Technology,Course,Mother,0,1,0,Yes,Yes,No,No,No,Yes,Yes,No,Bad,1,5,High,Medium,Very Bad,0,13,17,11,No
School C,Male,16,Urban,4,Together,Higher,Higher,Unemployed,Education,Reputation,Father,,0,0,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Bad,3,2,None,Very High,Neutral,6,18,12,,No
School C,Male,14,Suburban,2,Together,None,None,Unemployed,Business,Reputation,Father,15,2,0,No,No,Yes,No,Yes,No,Yes,Yes,Very Bad,5,4,Low,Low,Good,1,14,13,13,No
School A,Other,17,Urban,5,Apart,Primary,Secondary,Education,Business,Course,Mother,10,0,0,Yes,No,Yes,No,No,No,No,No,Very Bad,1,5,Very High,High,Good,0,17,16,12,No
School B,Male,17,Urban,7,Together,None,Higher,Education,Unemployed,Course,Mother,,5,0,Yes,No,Yes,Yes,Yes,No,No,Yes,Neutral,2,2,Medium,Low,Excellent,0,,13,17,No
School D,Female,16,Urban,4,Together,Primary,Primary,Business,Healthcare,Reputation,Father,13,10,0,No,Yes,Yes,No,Yes,No,No,Yes,Excellent,5,5,High,None,Excellent,2,8,18,12,No
School A,Other,14,Urban,,Apart,Primary,Secondary,Unemployed,Technology,Home,Father,38,3,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Good,4,4,Low,Very High,Excellent,0,15,17,15,No
School B,Other,17,Rural,3,Together,Primary,Secondary,Healthcare,Service,Reputation,Other,38,3,1,No,Yes,No,No,No,Yes,No,No,Neutral,5,4,None,None,Very Bad,1,16,16,9,No
School B,Male,15,Suburban,2,Together,Primary,Primary,Service,Business,Other,Father,33,0,0,Yes,Yes,Yes,No,Yes,No,No,Yes,Neutral,5,1,Medium,High,Good,0,7,12,11,No
School D,Male,15,Urban,7,Apart,None,Primary,Healthcare,Business,Home,Father,26,2,0,No,Yes,No,Yes,No,No,No,Yes,Bad,5,5,Medium,Very High,Neutral,0,17,13,8,No
School B,Other,16,Urban,,Apart,Secondary,None,Unemployed,Unemployed,Reputation,Father,2,1,0,Yes,No,Yes,Yes,Yes,Yes,No,No,Bad,1,3,Very High,High,Bad,0,14,11,12,No
School B,Female,17,Urban,8,Apart,Higher,Primary,Healthcare,Healthcare,Reputation,Other,3,4,0,Yes,Yes,No,No,No,Yes,Yes,No,Bad,3,2,Very High,High,Bad,7,13,11,16,No
School B,Male,15,Urban,3,Apart,None,Secondary,Technology,Business,Reputation,Father,19,6,0,Yes,Yes,Yes,Yes,No,No,No,Yes,Excellent,4,,Very High,Medium,Good,0,18,12,17,No
School C,Male,17,Rural,5,Apart,Primary,None,Technology,Healthcare,Course,Mother,32,2,0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Excellent,3,1,None,High,Bad,1,17,12,12,No
School D,Other,15,Suburban,6,Apart,Primary,Secondary,Education,Healthcare,Reputation,Mother,17,1,0,No,Yes,Yes,No,No,No,No,No,Neutral,2,2,Medium,Very High,Very Bad,1,18,10,15,No
School D,Male,14,Suburban,7,Together,Primary,Primary,Education,Education,Course,Father,0,1,0,Yes,No,No,No,Yes,Yes,Yes,No,Neutral,3,3,Medium,High,Very Bad,10,11,10,15,No
School C,Male,13,Urban,7,Together,Primary,Secondary,Service,Business,Course,Mother,5,1,0,No,Yes,No,Yes,Yes,No,Yes,No,Very Bad,1,1,Very High,None,Good,2,13,17,,No
School A,Male,18,Rural,3,Together,Secondary,Secondary,Education,Technology,Course,Mother,37,5,0,Yes,Yes,No,Yes,No,No,No,No,Bad,,2,High,Low,Bad,2,5,7,16,No
School C,Female,18,Urban,,Together,Higher,Secondary,Business,Unemployed,Reputation,Father,38,9,0,Yes,No,Yes,No,Yes,Yes,Yes,No,Neutral,1,2,Low,High,Very Bad,1,19,15,16,No
School A,Female,,Urban,3,Apart,Primary,Higher,Business,Business,Course,Mother,28,3,0,Yes,No,No,Yes,No,No,No,No,Bad,1,3,None,High,Good,3,14,,13,No
School D,Male,16,Urban,7,Together,Primary,Primary,Technology,Healthcare,Other,Mother,1,3,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Good,1,1,High,High,Very Bad,2,13,11,14,No
School C,Female,18,Rural,5,Together,Secondary,Primary,Unemployed,Technology,Course,Father,13,3,0,No,No,Yes,Yes,Yes,No,No,Yes,Good,3,5,Medium,Very High,Neutral,3,12,15,12,No
School B,Female,16,Rural,6,Together,Higher,Primary,Business,Healthcare,Home,Mother,56,3,0,Yes,No,Yes,Yes,No,Yes,Yes,No,Excellent,2,2,Medium,High,Neutral,1,,16,14,No
School C,Male,15,Suburban,4,Together,Higher,Higher,Service,Education,Course,Other,123,3,0,No,Yes,No,Yes,No,Yes,No,Yes,Neutral,5,3,High,None,Excellent,2,11,14,14,No
School A,Female,16,Urban,5,Together,Primary,None,Service,Technology,Reputation,Father,30,3,0,Yes,No,No,No,Yes,Yes,Yes,No,Bad,2,1,Medium,Very High,Good,3,11,12,16,No
School C,Female,15,Rural,8,Apart,None,None,Education,Education,Home,Father,9,2,0,No,No,No,No,No,Yes,Yes,No,Good,5,2,Low,Low,Excellent,4,16,16,15,No
School C,Female,15,Suburban,8,Together,None,None,Healthcare,Unemployed,Reputation,Mother,1,1,0,Yes,No,Yes,Yes,No,No,Yes,No,Neutral,,1,Very High,High,Bad,13,12,12,12,No
School C,Male,16,Rural,4,Apart,Higher,Higher,Education,Service,Other,Other,33,2,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Neutral,4,5,Low,None,Excellent,2,13,18,7,No
School C,Other,16,Suburban,3,Together,None,Primary,Education,Service,Course,Other,24,4,0,Yes,No,Yes,Yes,Yes,Yes,No,No,Very Bad,,4,Low,Very High,Very Bad,0,4,16,13,No
School C,Other,15,Suburban,1,Apart,Primary,Secondary,Education,Business,Other,Mother,43,3,0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Excellent,3,5,Low,None,Neutral,10,16,12,14,No
School C,Other,14,Urban,8,Together,None,Primary,Unemployed,Technology,Reputation,Mother,13,8,0,No,No,No,No,No,Yes,No,No,Very Bad,5,5,Low,Low,Good,0,15,10,16,No
School A,Female,14,Suburban,8,Apart,Higher,Secondary,Unemployed,Unemployed,Course,Other,24,5,0,Yes,No,No,No,No,No,Yes,No,Excellent,2,1,Medium,Medium,Good,0,17,13,13,No
School B,Other,18,Urban,8,Apart,Primary,Primary,Technology,Service,Other,Father,2,2,0,No,Yes,No,Yes,Yes,No,Yes,No,Bad,1,,Low,Medium,Excellent,0,18,18,16,Yes
School C,Other,16,Rural,8,Apart,Primary,Higher,Service,Healthcare,Course,Other,34,1,0,No,Yes,Yes,No,Yes,Yes,No,No,Neutral,2,4,Low,Very High,Neutral,3,18,15,12,Yes
School A,Female,14,Suburban,8,Together,None,Primary,Business,Technology,Other,Mother,4,0,1,No,No,No,Yes,Yes,Yes,Yes,Yes,Neutral,5,,High,Medium,Bad,0,17,12,15,No
School C,Other,16,Suburban,1,Apart,Primary,Secondary,Unemployed,Service,Home,Mother,15,4,0,No,Yes,Yes,Yes,No,No,No,No,Very Bad,4,3,None,High,Good,0,19,17,13,No
School C,Other,14,Rural,7,Together,None,Higher,Business,Business,Course,Father,4,3,0,No,No,Yes,Yes,No,No,Yes,No,Bad,1,1,High,High,Bad,1,16,,11,No
School C,Male,15,Urban,,Together,Secondary,Primary,Business,Technology,Course,Father,12,1,0,No,Yes,Yes,No,Yes,Yes,No,Yes,Excellent,1,,Medium,None,Neutral,1,14,14,10,No
School D,Male,18,Rural,8,Together,Higher,Primary,Service,Service,Reputation,Father,7,5,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Excellent,4,1,Very High,Very High,Neutral,0,11,,12,No
School A,Other,15,Urban,2,Together,None,Higher,Education,Service,Home,Other,2,1,0,No,No,No,No,Yes,Yes,No,No,Bad,4,3,Medium,High,Neutral,0,13,16,11,No
School C,Female,12,Urban,8,Together,None,Secondary,Service,Business,Other,Mother,2,4,0,No,Yes,No,Yes,No,Yes,Yes,No,Bad,1,5,Medium,Very High,Good,3,15,15,16,No
School D,Female,15,Suburban,6,Apart,None,None,Education,Service,Reputation,Mother,10,8,0,Yes,No,No,No,No,No,No,No,Bad,5,2,None,High,Good,2,15,7,6,No
School C,Female,,Urban,6,Apart,Secondary,Primary,Service,Healthcare,Reputation,Mother,34,6,1,Yes,No,Yes,No,No,Yes,Yes,Yes,Bad,3,1,Medium,Low,Excellent,4,12,18,9,No
School A,Other,16,Rural,2,Apart,Primary,Higher,Unemployed,Technology,Course,Father,2,1,1,Yes,Yes,No,Yes,No,Yes,No,No,Excellent,,1,None,Very High,Bad,0,15,13,,No
School B,Female,17,Urban,,Together,Secondary,None,Education,Unemployed,Home,Mother,6,13,0,No,No,Yes,No,Yes,No,No,Yes,Bad,3,1,Low,Medium,Excellent,4,13,17,10,No
School A,Male,16,Urban,2,Apart,None,None,Unemployed,Healthcare,Reputation,Mother,41,6,0,Yes,Yes,No,Yes,No,No,No,Yes,Very Bad,,5,Medium,High,Good,0,9,13,10,No
School B,Male,14,Suburban,5,Apart,Primary,Secondary,Business,Business,Course,Other,5,1,0,No,No,No,No,No,Yes,No,Yes,Very Bad,5,2,Medium,Medium,Excellent,3,15,12,14,No
School D,Female,15,Suburban,7,Together,Secondary,Primary,Service,Education,Other,Mother,44,14,0,Yes,Yes,No,Yes,No,No,Yes,No,Very Bad,,3,None,Low,Very Bad,3,14,14,19,No
School B,Female,15,Urban,1,Together,Primary,Primary,Healthcare,Service,Reputation,Father,88,0,0,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Very Bad,1,5,None,None,Good,3,7,15,18,No
School C,Other,16,Rural,7,Together,Secondary,Secondary,Unemployed,Education,Other,Mother,2,1,0,No,Yes,No,No,Yes,Yes,No,Yes,Neutral,2,2,High,None,Excellent,0,12,,15,No
School C,Male,18,Suburban,8,Apart,Higher,Primary,Unemployed,Technology,Home,Mother,0,4,0,No,No,Yes,No,Yes,No,No,Yes,Excellent,2,2,High,Low,Very Bad,6,12,11,15,No
School C,Other,13,Rural,,Together,None,Higher,Education,Service,Reputation,Mother,29,1,0,Yes,Yes,No,No,No,Yes,Yes,Yes,Good,4,5,Medium,Medium,Good,0,11,11,16,No
School C,Male,16,Urban,1,Apart,Secondary,None,Education,Education,Other,Other,1,3,0,No,Yes,Yes,No,No,Yes,Yes,No,Good,4,1,High,Medium,Good,3,16,17,11,No
School A,Other,17,Suburban,5,Apart,None,None,Service,Unemployed,Other,Mother,15,5,0,Yes,Yes,No,No,Yes,No,Yes,Yes,Neutral,4,3,High,None,Good,3,8,16,19,No
School B,Female,16,Urban,1,Together,Secondary,Higher,Education,Unemployed,Reputation,Other,,3,0,Yes,No,No,No,No,No,No,No,Good,1,1,Very High,Low,Bad,1,15,12,15,No
School B,Male,19,Suburban,4,Apart,None,Higher,Service,Education,Course,Other,12,4,0,No,Yes,Yes,Yes,No,No,Yes,Yes,Bad,,2,Very High,Medium,Good,6,13,11,10,No
School D,Male,14,Rural,8,Apart,None,Secondary,Healthcare,Education,Other,Father,23,3,0,Yes,No,No,Yes,Yes,Yes,Yes,No,Bad,5,4,High,Low,Good,1,13,18,16,No
School A,Male,16,Suburban,6,Together,None,None,Business,Education,Home,Other,2,1,0,No,Yes,No,Yes,No,No,Yes,Yes,Excellent,4,5,High,Very High,Bad,4,9,11,18,No
School A,Other,15,Suburban,2,Apart,Higher,None,Healthcare,Business,Course,Father,8,10,0,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Very Bad,3,3,Medium,None,Very Bad,5,4,17,17,No
School B,Other,16,Rural,,Together,Secondary,Secondary,Technology,Healthcare,Course,Father,2,6,0,No,No,Yes,No,No,Yes,Yes,Yes,Good,2,1,None,None,Neutral,0,15,11,18,No
School D,Other,17,Urban,6,Together,Higher,Secondary,Technology,Technology,Reputation,Other,5,1,0,No,No,No,Yes,No,Yes,Yes,Yes,Very Bad,5,1,Very High,Medium,Neutral,1,13,,11,No
School D,Other,10,Urban,7,Together,Secondary,Higher,Business,Education,Reputation,Mother,6,4,0,No,No,Yes,No,No,No,Yes,No,Neutral,1,5,Medium,None,Excellent,2,15,11,17,No
School B,Other,15,Urban,1,Apart,Primary,None,Education,Business,Course,Father,7,10,0,Yes,No,Yes,Yes,Yes,Yes,No,No,Good,,1,High,High,Neutral,0,15,15,17,No
School B,Other,12,Suburban,4,Apart,Secondary,Secondary,Technology,Unemployed,Reputation,Other,4,3,0,No,No,Yes,Yes,Yes,No,No,Yes,Excellent,1,5,Low,Low,Excellent,5,13,13,17,Yes
School B,Male,13,Rural,1,Apart,None,Secondary,Healthcare,Business,Home,Father,6,8,0,Yes,No,Yes,No,No,Yes,No,No,Good,3,3,Very High,Low,Neutral,2,11,11,11,No
School A,Male,16,Urban,4,Together,None,Secondary,Business,Technology,Course,Mother,90,2,0,No,Yes,No,Yes,No,Yes,Yes,Yes,Neutral,,4,Low,Very High,Very Bad,1,19,9,18,No
School A,Female,14,Suburban,4,Apart,Secondary,Higher,Business,Unemployed,Other,Mother,23,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Very Bad,5,2,None,Low,Neutral,0,12,16,13,No
School B,Female,17,Suburban,1,Together,Primary,None,Education,Business,Other,Other,12,0,2,Yes,No,No,No,No,Yes,No,Yes,Excellent,1,4,None,Low,Very Bad,0,,18,18,No
School C,Other,16,Rural,5,Together,None,Higher,Unemployed,Unemployed,Reputation,Mother,27,5,0,No,Yes,No,No,No,No,Yes,Yes,Neutral,1,1,None,Medium,Bad,0,15,7,15,No
School C,Male,13,Rural,5,Together,None,None,Service,Service,Other,Other,9,3,0,No,No,Yes,No,Yes,No,No,No,Bad,4,5,High,Very High,Good,0,12,17,14,No
School A,Female,15,Suburban,2,Apart,Primary,None,Healthcare,Service,Other,Mother,3,0,0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Excellent,2,1,High,Low,Neutral,1,13,15,12,No
School D,Other,15,Suburban,6,Apart,Higher,Higher,Healthcare,Technology,Course,Mother,1,0,0,No,No,Yes,No,Yes,No,Yes,No,Neutral,2,3,High,Medium,Bad,5,11,14,16,No
School D,Male,16,Suburban,2,Apart,Primary,Primary,Business,Service,Course,Other,65,,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Bad,1,4,High,High,Excellent,7,10,14,12,No
School B,Female,15,Rural,3,Together,Higher,Higher,Education,Technology,Other,Other,17,1,0,Yes,Yes,Yes,Yes,No,No,No,No,Good,5,3,Very High,High,Good,0,12,16,,No
School D,Male,16,Suburban,2,Together,Primary,Primary,Business,Service,Home,Mother,53,1,0,Yes,Yes,No,No,No,Yes,Yes,Yes,Good,3,1,None,High,Excellent,1,19,15,11,No
School A,Other,13,Suburban,1,Apart,Secondary,Primary,Healthcare,Service,Other,Other,1,4,0,No,Yes,Yes,Yes,No,Yes,Yes,No,Excellent,3,3,Very High,Medium,Bad,0,18,17,7,No
School A,Male,13,Urban,5,Together,None,None,Education,Service,Other,Father,21,6,0,Yes,No,No,No,No,No,No,Yes,Excellent,2,3,High,Low,Good,2,9,10,11,Yes
School C,Male,20,Urban,5,Together,Higher,Secondary,Education,Technology,Home,Father,2,4,0,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Bad,4,5,None,Low,Neutral,0,18,16,10,Yes
School B,Other,15,Suburban,4,Apart,None,Higher,Healthcare,Business,Other,Mother,57,,0,Yes,Yes,Yes,No,Yes,No,Yes,No,Very Bad,3,2,None,None,Excellent,1,18,6,19,Yes
School B,Male,13,Urban,3,Together,None,None,Education,Service,Other,Other,14,0,0,No,No,No,Yes,No,No,Yes,No,Neutral,,5,None,Medium,Very Bad,0,16,10,11,No
School C,Other,15,Suburban,6,Apart,Primary,Secondary,Service,Healthcare,Other,Father,9,3,0,Yes,No,No,No,Yes,Yes,Yes,Yes,Excellent,2,1,None,Medium,Neutral,0,15,,8,No
School D,Male,15,Suburban,4,Together,Higher,None,Healthcare,Education,Reputation,Other,5,5,1,No,Yes,No,No,No,Yes,No,No,Excellent,4,1,None,High,Excellent,1,14,11,10,No
School C,Male,15,Rural,5,Together,Higher,None,Education,Technology,Course,Father,41,2,0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Excellent,2,2,Low,Medium,Good,7,4,9,10,No
School C,Other,16,Suburban,8,Apart,Higher,Higher,Service,Healthcare,Home,Mother,12,5,1,Yes,Yes,Yes,Yes,Yes,No,No,No,Excellent,5,,None,Low,Excellent,4,15,14,13,No
School B,Other,16,Urban,5,Apart,Higher,Higher,Business,Technology,Course,Mother,1,3,0,Yes,No,Yes,No,Yes,Yes,No,No,Bad,3,3,Medium,Low,Good,3,16,14,13,No
School C,Female,14,Urban,6,Apart,Higher,Secondary,Technology,Business,Course,Other,4,1,0,No,No,Yes,No,Yes,No,Yes,No,Bad,1,1,Very High,Medium,Neutral,0,11,8,2,No
School C,Female,13,Suburban,6,Together,Primary,None,Service,Healthcare,Reputation,Mother,3,2,0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Excellent,4,2,Medium,Very High,Excellent,0,13,17,15,No
School A,Male,14,Urban,5,Apart,Secondary,Higher,Healthcare,Healthcare,Course,Other,13,1,0,Yes,Yes,Yes,Yes,No,Yes,No,No,Very Bad,1,1,Very High,High,Neutral,3,,18,14,Yes
School C,Other,15,Rural,2,Together,Higher,Higher,Service,Service,Reputation,Father,1,2,0,No,No,Yes,Yes,Yes,Yes,No,No,Bad,2,1,Low,None,Neutral,4,14,14,,Yes
